Input,Predicted,Actual
Why would he say Crateros?,<unk> क्यों क्यों क्यों किया ?,क्यों वह Crateros कहेंगे?
He shouldn't have done that.,<unk> ऐसा नहीं नहीं चाहिए .,उन्होंने कहा कि ऐसा नहीं करना चाहिए.
We haven't spoken for years.,<unk> <unk> के <unk> <unk> <unk> है,हमनें कई सालों से बात नहीं की है।
Keep everything remains confidential.,<unk> <unk> <unk> <unk> <unk> <unk>,सब कुछ गोपनीय रहता रखें.
My own little retirement party?,<unk> <unk> <unk> <unk> ?,मेरे खुद के छोटे सेवानिवृत्ति पार्टी ?
Now what do we do?,<unk> क्या क्या क्या ? ?,अब हम क्या करें?
Are you fucking kidding me?,<unk> मुझे मुझे <unk> कर कर रहे,मज़ाक कर रहे हो? यह असली मिंक का है?
"Mija, are you okay?","<unk> , , , हो ? ?","मीजा, क्या तुम ठीक हो?"
"Look, there he goes now.","<unk> , वह भी भी भी है .","देखो, वो जा रहे हैं"
Have you met Alan?,<unk> <unk> <unk> <unk> <unk> ?,क्या तुमने एलन मिले थे?
- Don't know brother.,<unk> <unk> के के नहीं नहीं,"- नहीं जानती,भैया."
No answer to these accusations?,<unk> <unk> <unk> <unk> <unk> ?,इन आरोपों का कोई जवाब नहीं?
He collaborated with Himmler.,<unk> <unk> <unk> <unk> <unk> <unk>,इसने हिमलर से सहयोग किया.
Who are you looking for?,<unk> <unk> <unk> लिए लिए ? ?,तुम किसे खोज रहे हो?
- Here we go.,<unk> हम से बाहर .,- यहाँ हम चले.
We're not sharing beds.,<unk> <unk> <unk> <unk> नहीं है .,हम बिस्तर साझा नहीं कर रहे हैं.
"For her, it was all-consuming.",<unk> <unk> <unk>,"उसकेलिए,यह सब लेनेवालीथी."
With one notable exception.,<unk> <unk> <unk> <unk> <unk> <unk>,"""अपने दिमाग को सामूहिक रूप से खो देने का शुक्रिया।"""
And people love new.,<unk> <unk> को <unk> <unk> .,और लोगों को नया प्यार.
"- Cheers, thank you.","<unk> , , धन्यवाद धन्यवाद .","सज्जनों, धन्यवाद।"
"OH, YOU DIRTY BASTARD.",<unk> <unk> <unk> <unk> <unk> <unk> <unk>,"= = ओह, तुम गंदे बास्टर्ड."
Where did he get him?,<unk> उसे उसे किया किया ?,वह उसे कहाँ से मिली?
"They're not, 'cause we're not.","<unk> , , नहीं नहीं नहीं कर रहे हैं",हम नहीं कर रहे हैं क्योंकि वे नहीं कर रहे हैं.
What planet are you from?,<unk> <unk> <unk> <unk> कर हो ?,आप क्या ग्रह से हैं?
"It's very pretty, Andy.","<unk> <unk> है , <unk> <unk> <unk> .","यह बहुत सुंदर है, एंडी."
You're giving me career advice.,<unk> <unk> <unk> <unk> <unk> कर .,तुम मेरे कैरियर की सलाह दे रहे हैं.
But look around you.,<unk> <unk> के <unk> तुम .,लेकिन तुम चारों ओर देखो।
"- Love, TARS, love.","<unk> , , , , , ,","- प्यार, TARS, प्यार."
"One President, two fingerprints.","<unk> <unk> , <unk> <unk> <unk> <unk>","एक अध्यक्ष, दो उंगलियों के निशान."
And a sovereign nation.,<unk> <unk> <unk> <unk> <unk> .,और एक संप्रभु राष्ट्र है.
Let me help you.,मैं उन्हें मदद मदद मार .,मुझे आपकी मदद करते हैं.
"Sir, Herc cannot ride.","<unk> , , नहीं कर कर सकते .","सर, Herc सवारी नहीं कर सकते."
We are on final approach.,<unk> <unk> <unk> <unk> कर . .,हम क़रीब पहुंच रहे हैं।
You were supposed to be...,<unk> के . . . . .,आप होना चाहिए थे ...
Not a shred of honor!,<unk> <unk> <unk> <unk> <unk> <unk> !,सम्मान का एक टुकड़ा नहीं!
"Please, Erik, calm your mind.","<unk> , , , , अपने .","कृपया,एरिक! अपने मन को शांत ."
What did she do?,<unk> वह क्यों किया ?,उसने क्या किया था ?
"the violence, the rage.",<unk> <unk> <unk> <unk> .,"हिंसा, स्पूर्ति।"
- We'll keep looking.,<unk> <unk> <unk> <unk> . .,~ हम घर रखेंगे लग रही.
"It just came apart, Andy.","<unk> <unk> <unk> , <unk> <unk>","यह सिर्फ अलग आई, एंडी."
It's so smoky in here.,<unk> <unk> <unk> <unk> <unk> है .,यहाँ बड़ा धुआँ है।
"Yeah, I was just checkin'.",<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,"हाँ, मैं सिर्फ 'चेकइन किया गया था."
"It's shit, it's tax-payers' money",<unk> <unk> <unk> <unk>,"यह ग़लत है, यह करदाताओं का पैसा है"
Then I started to run.,<unk> <unk> <unk> <unk> <unk> .,जब मैंने दौड़ना शुरू किया.
He'd had it for years.,<unk> के के के लिए,वो उनके पास सालों से था .
Original Music by HISAISHI Joe,<unk> <unk> <unk> <unk> <unk> <unk>,HISAISHI जो मूल संगीत
- He was all right.,<unk> <unk> ठीक है . .,- वह सब सही था.
"The whole damn world, Pelle.",<unk> <unk> <unk> <unk> <unk> <unk> .,"पूरी दुनिया, पेले."
Try not to move.,<unk> के <unk> नहीं .,स्थानांतरित करने के लिए नहीं की कोशिश करें.
Wait a minute ...,<unk> एक <unk> <unk> .,एक मिनट रुको...
"Jim, look I really gotta...","<unk> , , <unk> <unk> <unk> . . .","जिम,मैं सच होगा देखो... / मैं"
Why is he here?,<unk> यहाँ यहाँ है है ?,यहाँ क्यों आया है?
The time was 5:50 am.,<unk> <unk> <unk> <unk> . .,समय 05: 50 था.
What is their game?,<unk> लोगों <unk> <unk> है ?,"मेरा मतलब, उनका खेल क्या है?"
"What're you doing, Wiggin?","<unk> <unk> , , हो कर कर ?","क्या तुम, Wiggin कर रही है?"
"No, it's not there.","<unk> , यह नहीं नहीं है .","नहीं, वहाँ नहीं."
"- No, you don't.","<unk> , तुम नहीं नहीं . .","- नहीं, तुम नहीं करते."
"I'll mention you asked, though.","<unk> <unk> <unk> , <unk> रहे रहे",हालांकि मैं आप से पूछा उल्लेख होगा.
Mark two within perimeter.,<unk> <unk> <unk> <unk> <unk> <unk>,परिधि के भीतर मार्क दो.
"So, I'm a rock hound.",<unk> <unk> <unk> <unk> <unk> <unk> .,"तो, मैं एक रॉक शिकारी कुत्ता हूँ."
"Are you my friend, Sorbonne?","<unk> मेरे , , <unk> <unk> ?","तुम मेरे दोस्त, सोरबोन हैं?"
"Sir, no! You'll die!","<unk> , , , <unk> <unk> ! ! !",वह चले गए!
The Warden wants to talk?,<unk> <unk> <unk> <unk> नहीं है,वार्डन बात करना चाहता है.
She knows that it's wrong.,<unk> यह कि कि कि है .,वहयह गलतहैकि जानता है
We used the nukes.,<unk> <unk> <unk> में .,हमपरमाणुइस्तेमालकिया
"Brace for impact, ma..",<unk> <unk> <unk> के <unk> के <unk>,"प्रभाव के लिए संभालो, मा .."
- We understood that much.,<unk> <unk> <unk> <unk> है .,~ कि हम समझ में आया.
"Went fine, no problem.","<unk> , , नहीं नहीं नहीं नहीं","कोई समस्या नहीं है, ठीक हो गया."
- Be gone with you.,<unk> तुम्हारे साथ साथ <unk>,- आप के साथ चला गया.
